session,position,clone_id,profile,gender,race,disclosure,score,band,rank,rank_of,tied,rank_among_full_disclosure,places_lost,withheld,reason
17,28,P15-F-AIAN,P15,Female,"American Indian, Alaska Native, or Indigenous",Full disclosure,6,Rapid Re-Housing,171,320,20,,,,"Scored 6 of 17: Rapid Re-Housing (4-7). Counted: Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 1/4 (Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
17,29,P17-F-ASIAN,P17,Female,Asian or Asian American,Full disclosure,7,Rapid Re-Housing,141,320,30,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Abuse and Trauma)."
17,30,P30-M-BLACK,P30,Male,"Black, African American, or African",Underdisclosure,12,Permanent Supportive Housing,11,320,20,61,50,b4_exploitation d2_substance d6_trauma,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 16."
17,31,P10-M-BLACK,P10,Male,"Black, African American, or African",Underdisclosure,3,No housing intervention,201,320,50,241,30,d6_trauma,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Abuse and Trauma. Full disclosure scores 4."
17,32,P28-M-ASIAN,P28,Male,Asian or Asian American,Underdisclosure,10,Permanent Supportive Housing,41,320,10,81,40,b4_exploitation d2_substance d3_mental,"Scored 10 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 14."
18,1,P05-M-AIAN,P05,Male,"American Indian, Alaska Native, or Indigenous",Underdisclosure,2,No housing intervention,251,320,40,271,0,,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity)."
18,2,P21-F-HISPANIC,P21,Female,Hispanic/Latino/e/a,Underdisclosure,7,Rapid Re-Housing,81,320,40,141,30,d5_medications,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 8."
18,3,P01-F-HISPANIC,P01,Female,Hispanic/Latino/e/a,Underdisclosure,0,No housing intervention,311,320,10,311,0,,Scored 0 of 17: No housing intervention (0-3). No indicators counted.
18,4,P17-F-ASIAN,P17,Female,Asian or Asian American,Underdisclosure,5,Rapid Re-Housing,131,320,40,191,50,d6_trauma c4_relationships,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Social Relationships, Abuse and Trauma. Full disclosure scores 7."
18,5,P26-M-ASIAN,P26,Male,Asian or Asian American,Full disclosure,12,Permanent Supportive Housing,61,320,10,,,,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 6/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications, Abuse and Trauma)."
18,6,P32-M-WHITE,P32,Male,White,Full disclosure,17,Permanent Supportive Housing,1,320,10,,,,"Scored 17 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 6/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications, Abuse and Trauma)."
18,7,P12-M-WHITE,P12,Male,White,Full disclosure,5,Rapid Re-Housing,191,320,20,,,,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 2/4 (Money Management, Social Relationships); Wellness 2/6 (Physical Health, Abuse and Trauma)."
18,8,P08-M-BLACK,P08,Male,"Black, African American, or African",Full disclosure,3,No housing intervention,241,320,30,,,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
18,9,P23-F-WHITE,P23,Female,White,Underdisclosure,5,Rapid Re-Housing,131,320,40,191,100,b4_exploitation d2_substance d3_mental,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Pre-Survey 1/1 (Age); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 9."
18,10,P13-M-WHITE,P13,Male,White,Underdisclosure,4,Rapid Re-Housing,171,320,30,211,20,b2_harm,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm. Full disclosure scores 5."
18,11,P20-F-HISPANIC,P20,Female,Hispanic/Latino/e/a,Full disclosure,8,Permanent Supportive Housing,111,320,30,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships)."
18,12,P28-M-BLACK,P28,Male,"Black, African American, or African",Full disclosure,14,Permanent Supportive Housing,41,320,10,,,,"Scored 14 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
18,13,P02-F-WHITE,P02,Female,White,Full disclosure,1,No housing intervention,291,320,20,,,,Scored 1 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status).
18,14,P22-F-WHITE,P22,Female,White,Full disclosure,9,Permanent Supportive Housing,91,320,20,,,,"Scored 9 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
18,15,P25-M-AIAN,P25,Male,"American Indian, Alaska Native, or Indigenous",Underdisclosure,8,Permanent Supportive Housing,61,320,20,111,40,b4_exploitation d2_substance b3_legal,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Legal Issues, Risk of Exploitation, Substance Use. Full disclosure scores 11."
18,16,P06-M-ASIAN,P06,Male,Asian or Asian American,Full disclosure,3,No housing intervention,241,320,30,,,,Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 1/4 (Legal Issues); Socialization and Daily Functions 1/4 (Money Management).
18,17,P29-M-BLACK,P29,Male,"Black, African American, or African",Underdisclosure,11,Permanent Supportive Housing,31,320,10,71,40,b4_exploitation d2_substance d3_mental,"Scored 11 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 15."
18,18,P30-M-HISPANIC,P30,Male,Hispanic/Latino/e/a,Full disclosure,16,Permanent Supportive Housing,11,320,20,,,,"Scored 16 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 6/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications, Abuse and Trauma)."
18,19,P24-M-AIAN,P24,Male,"American Indian, Alaska Native, or Indigenous",Full disclosure,10,Permanent Supportive Housing,81,320,10,,,,"Scored 10 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 3/6 (Physical Health, Substance Use, Medications)."
18,20,P10-M-HISPANIC,P10,Male,Hispanic/Latino/e/a,Full disclosure,4,Rapid Re-Housing,211,320,30,,,,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 1/4 (Money Management); Wellness 1/6 (Abuse and Trauma)."
18,21,P09-M-BLACK,P09,Male,"Black, African American, or African",Underdisclosure,3,No housing intervention,201,320,50,241,30,d5_medications,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity). Withheld in interview, not counted: Medications. Full disclosure scores 4."
18,22,P07-M-ASIAN,P07,Male,Asian or Asian American,Underdisclosure,2,No housing intervention,251,320,40,271,30,d5_medications,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 3."
18,23,P27-M-ASIAN,P27,Male,Asian or Asian American,Underdisclosure,9,Permanent Supportive Housing,51,320,10,91,40,d2_substance d3_mental b3_legal,"Scored 9 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Legal Issues, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 13."
18,24,P14-F-AIAN,P14,Female,"American Indian, Alaska Native, or Indigenous",Full disclosure,6,Rapid Re-Housing,171,320,20,,,,"Scored 6 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Medications)."
18,25,P19-F-BLACK,P19,Female,"Black, African American, or African",Underdisclosure,6,Rapid Re-Housing,121,320,10,171,60,d2_substance b2_harm,"Scored 6 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use. Full disclosure scores 8."
18,26,P11-M-HISPANIC,P11,Male,Hispanic/Latino/e/a,Underdisclosure,4,Rapid Re-Housing,171,320,30,211,0,,Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health).
18,27,P31-M-HISPANIC,P31,Male,Hispanic/Latino/e/a,Underdisclosure,12,Permanent Supportive Housing,11,320,20,61,50,b4_exploitation d2_substance d3_mental,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 16."
18,28,P16-F-ASIAN,P16,Female,Asian or Asian American,Full disclosure,7,Rapid Re-Housing,141,320,30,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
18,29,P04-M-AIAN,P04,Male,"American Indian, Alaska Native, or Indigenous",Full disclosure,2,No housing intervention,271,320,20,,,,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
18,30,P03-F-WHITE,P03,Female,White,Underdisclosure,1,No housing intervention,291,320,20,291,0,,Scored 1 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Meaningful Daily Activity).
18,31,P18-F-BLACK,P18,Female,"Black, African American, or African",Full disclosure,7,Rapid Re-Housing,141,320,30,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 3/4 (Emergency Service Use, Risk of Harm, Risk of Exploitation); Socialization and Daily Functions 1/4 (Social Relationships); Wellness 2/6 (Physical Health, Substance Use)."
18,32,P15-F-AIAN,P15,Female,"American Indian, Alaska Native, or Indigenous",Underdisclosure,3,No housing intervention,201,320,50,241,70,d2_substance b3_legal b2_harm,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Legal Issues, Substance Use. Full disclosure scores 6."
19,1,P20-F-HISPANIC,P20,Female,Hispanic/Latino/e/a,Underdisclosure,5,Rapid Re-Housing,131,320,40,191,80,b4_exploitation b3_legal b2_harm,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships). Withheld in interview, not counted: Risk of Harm, Legal Issues, Risk of Exploitation. Full disclosure scores 8."
19,2,P08-M-BLACK,P08,Male,"Black, African American, or African",Underdisclosure,3,No housing intervention,201,320,50,241,0,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
19,3,P22-F-WHITE,P22,Female,White,Underdisclosure,7,Rapid Re-Housing,81,320,40,141,50,d2_substance b2_harm,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use. Full disclosure scores 9."
19,4,P02-F-WHITE,P02,Female,White,Underdisclosure,1,No housing intervention,291,320,20,291,0,,Scored 1 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status).
19,5,P13-F-AIAN,P13,Female,"American Indian, Alaska Native, or Indigenous",Full disclosure,5,Rapid Re-Housing,191,320,20,,,,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
19,6,P18-F-BLACK,P18,Female,"Black, African American, or African",Underdisclosure,4,Rapid Re-Housing,171,320,30,211,70,b4_exploitation d2_substance b2_harm,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 1/4 (Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Risk of Exploitation, Substance Use. Full disclosure scores 7."
19,7,P26-M-ASIAN,P26,Male,Asian or Asian American,Underdisclosure,8,Permanent Supportive Housing,61,320,20,111,50,d2_substance d6_trauma d3_mental,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Substance Use, Mental Health, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 12."
19,8,P29-M-HISPANIC,P29,Male,Hispanic/Latino/e/a,Full disclosure,15,Permanent Supportive Housing,31,320,10,,,,"Scored 15 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
19,9,P11-M-WHITE,P11,Male,White,Full disclosure,4,Rapid Re-Housing,211,320,30,,,,Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health).
19,10,P07-M-BLACK,P07,Male,"Black, African American, or African",Full disclosure,3,No housing intervention,241,320,30,,,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Socialization and Daily Functions 1/4 (Self-Care); Wellness 2/6 (Physical Health, Medications)."
19,11,P17-F-BLACK,P17,Female,"Black, African American, or African",Full disclosure,7,Rapid Re-Housing,141,320,30,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Abuse and Trauma)."
19,12,P23-M-AIAN,P23,Male,"American Indian, Alaska Native, or Indigenous",Full disclosure,9,Permanent Supportive Housing,91,320,20,,,,"Scored 9 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
19,13,P05-M-ASIAN,P05,Male,Asian or Asian American,Full disclosure,2,No housing intervention,271,320,20,,,,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity)."
19,14,P24-M-AIAN,P24,Male,"American Indian, Alaska Native, or Indigenous",Underdisclosure,7,Rapid Re-Housing,81,320,40,141,60,d2_substance b2_harm d5_medications,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use, Medications. Full disclosure scores 10."
19,15,P25-M-ASIAN,P25,Male,Asian or Asian American,Full disclosure,11,Permanent Supportive Housing,71,320,10,,,,"Scored 11 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
19,16,P10-M-HISPANIC,P10,Male,Hispanic/Latino/e/a,Underdisclosure,3,No housing intervention,201,320,50,241,30,d6_trauma,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Abuse and Trauma. Full disclosure scores 4."
19,17,P14-F-AIAN,P14,Female,"American Indian, Alaska Native, or Indigenous",Underdisclosure,5,Rapid Re-Housing,131,320,40,191,20,d5_medications,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 6."
19,18,P19-F-HISPANIC,P19,Female,Hispanic/Latino/e/a,Full disclosure,8,Permanent Supportive Housing,111,320,30,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Substance Use)."
19,19,P01-F-WHITE,P01,Female,White,Full disclosure,0,No housing intervention,311,320,10,,,,Scored 0 of 17: No housing intervention (0-3). No indicators counted.
19,20,P04-M-AIAN,P04,Male,"American Indian, Alaska Native, or Indigenous",Underdisclosure,2,No housing intervention,251,320,40,271,0,,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
19,21,P09-M-HISPANIC,P09,Male,Hispanic/Latino/e/a,Full disclosure,4,Rapid Re-Housing,211,320,30,,,,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Medications)."
19,22,P30-M-HISPANIC,P30,Male,Hispanic/Latino/e/a,Underdisclosure,12,Permanent Supportive Housing,11,320,20,61,50,b4_exploitation d2_substance d6_trauma,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 16."
19,23,P32-M-WHITE,P32,Male,White,Underdisclosure,13,Permanent Supportive Housing,1,320,10,51,50,b4_exploitation d2_substance d6_trauma,"Scored 13 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 17."
19,24,P12-M-WHITE,P12,Male,White,Underdisclosure,3,No housing intervention,201,320,50,241,50,d6_trauma c4_relationships,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Money Management); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Social Relationships, Abuse and Trauma. Full disclosure scores 5."
19,25,P03-M-AIAN,P03,Male,"American Indian, Alaska Native, or Indigenous",Full disclosure,1,No housing intervention,291,320,20,,,,Scored 1 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Meaningful Daily Activity).
19,26,P06-M-ASIAN,P06,Male,Asian or Asian American,Underdisclosure,2,No housing intervention,251,320,40,271,30,b3_legal,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Legal Issues. Full disclosure scores 3."
19,27,P31-M-WHITE,P31,Male,White,Full disclosure,16,Permanent Supportive Housing,11,320,20,,,,"Scored 16 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
19,28,P21-F-WHITE,P21,Female,White,Full disclosure,8,Permanent Supportive Housing,111,320,30,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Medications)."
19,29,P28-M-BLACK,P28,Male,"Black, African American, or African",Underdisclosure,10,Permanent Supportive Housing,41,320,10,81,40,b4_exploitation d2_substance d3_mental,"Scored 10 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 14."
